Station,Crime_Category,sum
Makapanstad,Property-related crime,3124.0
Makapanstad,Other serious crime,1679.0
Makapanstad,Crime detected as a result of police action,1879.0
Makapanstad,17 Community reported serious crime,9861.0
Marikana,Murder,401.0
Marikana,Attempted murder,314.0
Marikana,Robbery with aggravating circumstances,975.0
Marikana,Common robbery,125.0
Marikana,Rape,418.0
Marikana,Sexual assault,39.0
Marikana,Kidnapping,65.0
Marikana,Assault with the intent to inflict grievous bodily harm,1300.0
Marikana,Common assault,708.0
Marikana,Burglary at non-residential premises,613.0
Marikana,Burglary at residential premises,977.0
Marikana,Stock-theft,199.0
Marikana,Shoplifting,231.0
Marikana,Theft of motor vehicle and motorcycle,613.0
Marikana,Theft out of or from motor vehicle,319.0
Marikana,All theft not mentioned elsewhere,2547.0
Marikana,Arson,59.0
Marikana,Malicious damage to property,822.0
Marikana,Commercial crime,677.0
Marikana,Drug-related crime,761.0
Marikana,Driving under the influence of alcohol or drugs,396.0
Marikana,Illegal possession of firearms and ammunition,345.0
Marikana,Carjacking,129.0
Marikana,Truck hijacking,7.0
Marikana,Robbery of cash in transit,3.0
Marikana,Bank robbery,1.0
Marikana,Robbery at residential premises,178.0
Marikana,Robbery at non-residential premises,274.0
Marikana,Attempted sexual offences,21.0
Marikana,Contact sexual offences,6.0
Marikana,Sexual offences detected as a result of police action,8.0
Marikana,Sexual offences,484.0
Marikana,TRIO crime,581.0
Marikana,Contact crime (Crimes against the person),4307.0
Marikana,Contact-related crime,881.0
Marikana,Property-related crime,2721.0
Marikana,Other serious crime,3455.0
Marikana,Crime detected as a result of police action,1510.0
Marikana,17 Community reported serious crime,11364.0
Mmakau,Murder,86.0
Mmakau,Attempted murder,124.0
Mmakau,Robbery with aggravating circumstances,1135.0
Mmakau,Common robbery,312.0
Mmakau,Rape,188.0
Mmakau,Sexual assault,32.0
Mmakau,Kidnapping,44.0
Mmakau,Assault with the intent to inflict grievous bodily harm,1306.0
Mmakau,Common assault,910.0
Mmakau,Burglary at non-residential premises,269.0
Mmakau,Burglary at residential premises,1575.0
Mmakau,Stock-theft,86.0
Mmakau,Shoplifting,11.0
Mmakau,Theft of motor vehicle and motorcycle,166.0
Mmakau,Theft out of or from motor vehicle,192.0
Mmakau,All theft not mentioned elsewhere,1527.0
Mmakau,Arson,37.0
Mmakau,Malicious damage to property,569.0
Mmakau,Commercial crime,89.0
Mmakau,Drug-related crime,2350.0
Mmakau,Driving under the influence of alcohol or drugs,484.0
Mmakau,Illegal possession of firearms and ammunition,67.0
Mmakau,Carjacking,151.0
Mmakau,Truck hijacking,19.0
Mmakau,Robbery of cash in transit,4.0
Mmakau,Bank robbery,0.0
Mmakau,Robbery at residential premises,233.0
Mmakau,Robbery at non-residential premises,196.0
Mmakau,Attempted sexual offences,14.0
Mmakau,Contact sexual offences,14.0
Mmakau,Sexual offences detected as a result of police action,269.0
Mmakau,Sexual offences,248.0
Mmakau,TRIO crime,580.0
Mmakau,Contact crime (Crimes against the person),4121.0
Mmakau,Contact-related crime,606.0
Mmakau,Property-related crime,2288.0
Mmakau,Other serious crime,1627.0
Mmakau,Crime detected as a result of police action,3170.0
Mmakau,17 Community reported serious crime,8642.0
Moeka Vuma,Murder,21.0
Moeka Vuma,Attempted murder,17.0
Moeka Vuma,Robbery with aggravating circumstances,130.0
Moeka Vuma,Common robbery,41.0
Moeka Vuma,Rape,81.0
Moeka Vuma,Sexual assault,18.0
Moeka Vuma,Kidnapping,11.0
Moeka Vuma,Assault with the intent to inflict grievous bodily harm,261.0
Moeka Vuma,Common assault,335.0
Moeka Vuma,Burglary at non-residential premises,83.0
Moeka Vuma,Burglary at residential premises,220.0
Moeka Vuma,Stock-theft,80.0
Moeka Vuma,Shoplifting,1.0
Moeka Vuma,Theft of motor vehicle and motorcycle,15.0
Moeka Vuma,Theft out of or from motor vehicle,19.0
Moeka Vuma,All theft not mentioned elsewhere,309.0
Moeka Vuma,Arson,6.0
Moeka Vuma,Malicious damage to property,130.0
Moeka Vuma,Commercial crime,11.0
Moeka Vuma,Drug-related crime,351.0
Moeka Vuma,Driving under the influence of alcohol or drugs,98.0
Moeka Vuma,Illegal possession of firearms and ammunition,18.0
Moeka Vuma,Carjacking,15.0
Moeka Vuma,Truck hijacking,0.0
Moeka Vuma,Robbery of cash in transit,0.0
Moeka Vuma,Bank robbery,0.0
Moeka Vuma,Robbery at residential premises,41.0
Moeka Vuma,Robbery at non-residential premises,25.0
Moeka Vuma,Attempted sexual offences,0.0
Moeka Vuma,Contact sexual offences,2.0
Moeka Vuma,Sexual offences detected as a result of police action,206.0
Moeka Vuma,Sexual offences,101.0
Moeka Vuma,TRIO crime,81.0
Moeka Vuma,Contact crime (Crimes against the person),906.0
Moeka Vuma,Contact-related crime,136.0
Moeka Vuma,Property-related crime,417.0
Moeka Vuma,Other serious crime,321.0
Moeka Vuma,Crime detected as a result of police action,673.0
Moeka Vuma,17 Community reported serious crime,1780.0
Mogwase,Murder,285.0
Mogwase,Attempted murder,310.0
Mogwase,Robbery with aggravating circumstances,1721.0
Mogwase,Common robbery,643.0
Mogwase,Rape,1028.0
Mogwase,Sexual assault,52.0
Mogwase,Kidnapping,142.0
Mogwase,Assault with the intent to inflict grievous bodily harm,3778.0
Mogwase,Common assault,3162.0
Mogwase,Burglary at non-residential premises,1515.0
Mogwase,Burglary at residential premises,3361.0
Mogwase,Stock-theft,1001.0
Mogwase,Shoplifting,597.0
Mogwase,Theft of motor vehicle and motorcycle,362.0
Mogwase,Theft out of or from motor vehicle,406.0
Mogwase,All theft not mentioned elsewhere,3446.0
Mogwase,Arson,170.0
Mogwase,Malicious damage to property,2112.0
Mogwase,Commercial crime,2427.0
Mogwase,Drug-related crime,1115.0
Mogwase,Driving under the influence of alcohol or drugs,690.0
Mogwase,Illegal possession of firearms and ammunition,98.0
Mogwase,Carjacking,131.0
Mogwase,Truck hijacking,8.0
Mogwase,Robbery of cash in transit,6.0
Mogwase,Bank robbery,0.0
Mogwase,Robbery at residential premises,316.0
Mogwase,Robbery at non-residential premises,595.0
Mogwase,Attempted sexual offences,130.0
Mogwase,Contact sexual offences,29.0
Mogwase,Sexual offences detected as a result of police action,16.0
Mogwase,Sexual offences,1239.0
Mogwase,TRIO crime,1042.0
Mogwase,Contact crime (Crimes against the person),11138.0
Mogwase,Contact-related crime,2282.0
Mogwase,Property-related crime,6645.0
Mogwase,Other serious crime,6470.0
Mogwase,Crime detected as a result of police action,1919.0
Mogwase,17 Community reported serious crime,26535.0
Mooinooi,Murder,287.0
Mooinooi,Attempted murder,335.0
Mooinooi,Robbery with aggravating circumstances,2393.0
Mooinooi,Common robbery,372.0
Mooinooi,Rape,799.0
Mooinooi,Sexual assault,66.0
Mooinooi,Kidnapping,166.0
Mooinooi,Assault with the intent to inflict grievous bodily harm,2703.0
Mooinooi,Common assault,1780.0
Mooinooi,Burglary at non-residential premises,883.0
Mooinooi,Burglary at residential premises,3307.0
Mooinooi,Stock-theft,157.0
Mooinooi,Shoplifting,192.0
Mooinooi,Theft of motor vehicle and motorcycle,663.0
Mooinooi,Theft out of or from motor vehicle,934.0
Mooinooi,All theft not mentioned elsewhere,4683.0
Mooinooi,Arson,38.0
Mooinooi,Malicious damage to property,1747.0
Mooinooi,Commercial crime,338.0
Mooinooi,Drug-related crime,3609.0
Mooinooi,Driving under the influence of alcohol or drugs,1877.0
Mooinooi,Illegal possession of firearms and ammunition,322.0
Mooinooi,Carjacking,286.0
Mooinooi,Truck hijacking,21.0
Mooinooi,Robbery of cash in transit,3.0
Mooinooi,Bank robbery,1.0
Mooinooi,Robbery at residential premises,602.0
Mooinooi,Robbery at non-residential premises,459.0
Mooinooi,Attempted sexual offences,40.0
Mooinooi,Contact sexual offences,10.0
Mooinooi,Sexual offences detected as a result of police action,386.0
Mooinooi,Sexual offences,915.0
Mooinooi,TRIO crime,1347.0
Mooinooi,Contact crime (Crimes against the person),8785.0
Mooinooi,Contact-related crime,1785.0
Mooinooi,Property-related crime,5944.0
Mooinooi,Other serious crime,5213.0
Mooinooi,Crime detected as a result of police action,6194.0
Mooinooi,17 Community reported serious crime,21727.0
Mothotlung,Murder,34.0
Mothotlung,Attempted murder,46.0
Mothotlung,Robbery with aggravating circumstances,455.0
Mothotlung,Common robbery,95.0
Mothotlung,Rape,129.0
Mothotlung,Sexual assault,13.0
Mothotlung,Kidnapping,30.0
Mothotlung,Assault with the intent to inflict grievous bodily harm,591.0
Mothotlung,Common assault,458.0
Mothotlung,Burglary at non-residential premises,135.0
Mothotlung,Burglary at residential premises,649.0
Mothotlung,Stock-theft,85.0
Mothotlung,Shoplifting,32.0
Mothotlung,Theft of motor vehicle and motorcycle,92.0
Mothotlung,Theft out of or from motor vehicle,87.0
Mothotlung,All theft not mentioned elsewhere,446.0
Mothotlung,Arson,30.0
Mothotlung,Malicious damage to property,263.0
Mothotlung,Commercial crime,54.0
Mothotlung,Drug-related crime,1153.0
Mothotlung,Driving under the influence of alcohol or drugs,500.0
Mothotlung,Illegal possession of firearms and ammunition,16.0
Mothotlung,Carjacking,58.0
Mothotlung,Truck hijacking,13.0
Mothotlung,Robbery of cash in transit,0.0
Mothotlung,Bank robbery,0.0
Mothotlung,Robbery at residential premises,121.0
Mothotlung,Robbery at non-residential premises,86.0
Mothotlung,Attempted sexual offences,10.0
Mothotlung,Contact sexual offences,2.0
Mothotlung,Sexual offences detected as a result of police action,99.0
Mothotlung,Sexual offences,154.0
Mothotlung,TRIO crime,265.0
Mothotlung,Contact crime (Crimes against the person),1833.0
Mothotlung,Contact-related crime,293.0
Mothotlung,Property-related crime,1048.0
Mothotlung,Other serious crime,532.0
Mothotlung,Crime detected as a result of police action,1768.0
Mothotlung,17 Community reported serious crime,3706.0
Phokeng,Murder,500.0
Phokeng,Attempted murder,414.0
Phokeng,Robbery with aggravating circumstances,2002.0
Phokeng,Common robbery,449.0
Phokeng,Rape,972.0
Phokeng,Sexual assault,85.0
Phokeng,Kidnapping,153.0
Phokeng,Assault with the intent to inflict grievous bodily harm,3424.0
Phokeng,Common assault,2647.0
Phokeng,Burglary at non-residential premises,1633.0
Phokeng,Burglary at residential premises,3491.0
Phokeng,Stock-theft,770.0
Phokeng,Shoplifting,269.0
Phokeng,Theft of motor vehicle and motorcycle,1293.0
Phokeng,Theft out of or from motor vehicle,957.0
Phokeng,All theft not mentioned elsewhere,4086.0
Phokeng,Arson,56.0
Phokeng,Malicious damage to property,1582.0
Phokeng,Commercial crime,1167.0
Phokeng,Drug-related crime,1203.0
Phokeng,Driving under the influence of alcohol or drugs,427.0
Phokeng,Illegal possession of firearms and ammunition,253.0
Phokeng,Carjacking,208.0
Phokeng,Truck hijacking,9.0
Phokeng,Robbery of cash in transit,7.0
Phokeng,Bank robbery,0.0
Phokeng,Robbery at residential premises,340.0
Phokeng,Robbery at non-residential premises,576.0
Phokeng,Attempted sexual offences,93.0
Phokeng,Contact sexual offences,22.0
Phokeng,Sexual offences detected as a result of police action,4.0
Phokeng,Sexual offences,1172.0
Phokeng,TRIO crime,1124.0
Phokeng,Contact crime (Crimes against the person),10608.0
Phokeng,Contact-related crime,1638.0
Phokeng,Property-related crime,8144.0
Phokeng,Other serious crime,5522.0
Phokeng,Crime detected as a result of police action,1887.0
Phokeng,17 Community reported serious crime,25912.0
Rustenburg,Murder,521.0
Rustenburg,Attempted murder,690.0
Rustenburg,Robbery with aggravating circumstances,6588.0
Rustenburg,Common robbery,2828.0
Rustenburg,Rape,1046.0
Rustenburg,Sexual assault,189.0
Rustenburg,Kidnapping,324.0
Rustenburg,Assault with the intent to inflict grievous bodily harm,4013.0
Rustenburg,Common assault,5086.0
Rustenburg,Burglary at non-residential premises,4989.0
Rustenburg,Burglary at residential premises,9716.0
Rustenburg,Stock-theft,250.0
Rustenburg,Shoplifting,4168.0
Rustenburg,Theft of motor vehicle and motorcycle,2798.0
Rustenburg,Theft out of or from motor vehicle,8492.0
Rustenburg,All theft not mentioned elsewhere,13902.0
Rustenburg,Arson,84.0
Rustenburg,Malicious damage to property,3887.0
Rustenburg,Commercial crime,7851.0
Rustenburg,Drug-related crime,5969.0
Rustenburg,Driving under the influence of alcohol or drugs,2191.0
Rustenburg,Illegal possession of firearms and ammunition,464.0
Rustenburg,Carjacking,487.0
Rustenburg,Truck hijacking,43.0
Rustenburg,Robbery of cash in transit,15.0
Rustenburg,Bank robbery,1.0
Rustenburg,Robbery at residential premises,719.0
Rustenburg,Robbery at non-residential premises,1117.0
Rustenburg,Attempted sexual offences,88.0
Rustenburg,Contact sexual offences,42.0
Rustenburg,Sexual offences detected as a result of police action,769.0
Rustenburg,Sexual offences,1365.0
Rustenburg,TRIO crime,2323.0
Rustenburg,Contact crime (Crimes against the person),21091.0
Rustenburg,Contact-related crime,3971.0
Rustenburg,Property-related crime,26245.0
Rustenburg,Other serious crime,25921.0
Rustenburg,Crime detected as a result of police action,9393.0
Rustenburg,17 Community reported serious crime,77228.0
Sun City,Murder,106.0
Sun City,Attempted murder,98.0
Sun City,Robbery with aggravating circumstances,752.0
Sun City,Common robbery,286.0
Sun City,Rape,450.0
Sun City,Sexual assault,70.0
Sun City,Kidnapping,51.0
Sun City,Assault with the intent to inflict grievous bodily harm,2190.0
Sun City,Common assault,1733.0
Sun City,Burglary at non-residential premises,815.0
Sun City,Burglary at residential premises,1627.0
Sun City,Stock-theft,492.0
Sun City,Shoplifting,47.0
Sun City,Theft of motor vehicle and motorcycle,129.0
Sun City,Theft out of or from motor vehicle,356.0
Sun City,All theft not mentioned elsewhere,2436.0
Sun City,Arson,56.0
Sun City,Malicious damage to property,1112.0
Sun City,Commercial crime,518.0
Sun City,Drug-related crime,1904.0
Sun City,Driving under the influence of alcohol or drugs,230.0
Sun City,Illegal possession of firearms and ammunition,60.0
Sun City,Carjacking,54.0
Sun City,Truck hijacking,6.0
Sun City,Robbery of cash in transit,1.0
Sun City,Bank robbery,0.0
Sun City,Robbery at residential premises,90.0
Sun City,Robbery at non-residential premises,253.0
Sun City,Attempted sexual offences,49.0
Sun City,Contact sexual offences,25.0
Sun City,Sexual offences detected as a result of police action,4.0
Sun City,Sexual offences,594.0
Sun City,TRIO crime,397.0
Sun City,Contact crime (Crimes against the person),5759.0
Sun City,Contact-related crime,1168.0
Sun City,Property-related crime,3419.0
Sun City,Other serious crime,3001.0
Sun City,Crime detected as a result of police action,2198.0
Sun City,17 Community reported serious crime,13347.0
Swartruggens,Murder,33.0
Swartruggens,Attempted murder,37.0
Swartruggens,Robbery with aggravating circumstances,225.0
Swartruggens,Common robbery,81.0
Swartruggens,Rape,144.0
Swartruggens,Sexual assault,30.0
Swartruggens,Kidnapping,19.0
Swartruggens,Assault with the intent to inflict grievous bodily harm,687.0
Swartruggens,Common assault,310.0
Swartruggens,Burglary at non-residential premises,334.0
Swartruggens,Burglary at residential premises,900.0
Swartruggens,Stock-theft,187.0
Swartruggens,Shoplifting,62.0
Swartruggens,Theft of motor vehicle and motorcycle,70.0
Swartruggens,Theft out of or from motor vehicle,100.0
Swartruggens,All theft not mentioned elsewhere,976.0
Swartruggens,Arson,24.0
Swartruggens,Malicious damage to property,206.0
Swartruggens,Commercial crime,94.0
Swartruggens,Drug-related crime,388.0
Swartruggens,Driving under the influence of alcohol or drugs,375.0
Swartruggens,Illegal possession of firearms and ammunition,31.0
Swartruggens,Carjacking,21.0
Swartruggens,Truck hijacking,11.0
Swartruggens,Robbery of cash in transit,0.0
Swartruggens,Bank robbery,0.0
Swartruggens,Robbery at residential premises,55.0
Swartruggens,Robbery at non-residential premises,64.0
Swartruggens,Attempted sexual offences,7.0
Swartruggens,Contact sexual offences,8.0
Swartruggens,Sexual offences detected as a result of police action,25.0
Swartruggens,Sexual offences,189.0
Swartruggens,TRIO crime,140.0
Swartruggens,Contact crime (Crimes against the person),1562.0
Swartruggens,Contact-related crime,230.0
Swartruggens,Property-related crime,1591.0
Swartruggens,Other serious crime,1132.0
Swartruggens,Crime detected as a result of police action,819.0
Swartruggens,17 Community reported serious crime,4515.0
Tlhabane,Murder,212.0
Tlhabane,Attempted murder,227.0
Tlhabane,Robbery with aggravating circumstances,2051.0
Tlhabane,Common robbery,581.0
Tlhabane,Rape,562.0
Tlhabane,Sexual assault,53.0
Tlhabane,Kidnapping,137.0
Tlhabane,Assault with the intent to inflict grievous bodily harm,2509.0
Tlhabane,Common assault,2380.0
Tlhabane,Burglary at non-residential premises,859.0
Tlhabane,Burglary at residential premises,4214.0
Tlhabane,Stock-theft,20.0
Tlhabane,Shoplifting,77.0
Tlhabane,Theft of motor vehicle and motorcycle,594.0
Tlhabane,Theft out of or from motor vehicle,1428.0
Tlhabane,All theft not mentioned elsewhere,2885.0
Tlhabane,Arson,52.0
Tlhabane,Malicious damage to property,1465.0
Tlhabane,Commercial crime,1507.0
Tlhabane,Drug-related crime,4223.0
Tlhabane,Driving under the influence of alcohol or drugs,1330.0
Tlhabane,Illegal possession of firearms and ammunition,159.0
Tlhabane,Carjacking,166.0
Tlhabane,Truck hijacking,5.0
Tlhabane,Robbery of cash in transit,2.0
Tlhabane,Bank robbery,0.0
Tlhabane,Robbery at residential premises,274.0
Tlhabane,Robbery at non-residential premises,313.0
Tlhabane,Attempted sexual offences,55.0
Tlhabane,Contact sexual offences,26.0
Tlhabane,Sexual offences detected as a result of police action,905.0
Tlhabane,Sexual offences,696.0
Tlhabane,TRIO crime,753.0
Tlhabane,Contact crime (Crimes against the person),8656.0
Tlhabane,Contact-related crime,1517.0
Tlhabane,Property-related crime,7115.0
Tlhabane,Other serious crime,4469.0
Tlhabane,Crime detected as a result of police action,6617.0
Tlhabane,17 Community reported serious crime,21757.0
Buffelshoek,Murder,13.0
Buffelshoek,Attempted murder,7.0
Buffelshoek,Robbery with aggravating circumstances,28.0
Buffelshoek,Common robbery,12.0
Buffelshoek,Rape,20.0
Buffelshoek,Sexual assault,8.0
Buffelshoek,Kidnapping,3.0
Buffelshoek,Assault with the intent to inflict grievous bodily harm,97.0
Buffelshoek,Common assault,100.0
Buffelshoek,Burglary at non-residential premises,51.0
Buffelshoek,Burglary at residential premises,306.0
Buffelshoek,Stock-theft,182.0
Buffelshoek,Shoplifting,0.0
Buffelshoek,Theft of motor vehicle and motorcycle,65.0
Buffelshoek,Theft out of or from motor vehicle,26.0
Buffelshoek,All theft not mentioned elsewhere,364.0
Buffelshoek,Arson,8.0
Buffelshoek,Malicious damage to property,71.0
Buffelshoek,Commercial crime,58.0
Buffelshoek,Drug-related crime,61.0
Buffelshoek,Driving under the influence of alcohol or drugs,24.0
Buffelshoek,Illegal possession of firearms and ammunition,8.0
Buffelshoek,Carjacking,4.0
Buffelshoek,Truck hijacking,0.0
Buffelshoek,Robbery of cash in transit,0.0
Buffelshoek,Bank robbery,0.0
Buffelshoek,Robbery at residential premises,11.0
Buffelshoek,Robbery at non-residential premises,2.0
Buffelshoek,Attempted sexual offences,2.0
Buffelshoek,Contact sexual offences,0.0
Buffelshoek,Sexual offences detected as a result of police action,0.0
Buffelshoek,Sexual offences,30.0
Buffelshoek,TRIO crime,17.0
Buffelshoek,Contact crime (Crimes against the person),287.0
Buffelshoek,Contact-related crime,79.0
Buffelshoek,Property-related crime,630.0
Buffelshoek,Other serious crime,422.0
Buffelshoek,Crime detected as a result of police action,93.0
Buffelshoek,17 Community reported serious crime,1418.0
Hartbeesfontein,Murder,81.0
Hartbeesfontein,Attempted murder,77.0
Hartbeesfontein,Robbery with aggravating circumstances,429.0
Hartbeesfontein,Common robbery,118.0
Hartbeesfontein,Rape,342.0
Hartbeesfontein,Sexual assault,26.0
Hartbeesfontein,Kidnapping,51.0
Hartbeesfontein,Assault with the intent to inflict grievous bodily harm,1195.0
Hartbeesfontein,Common assault,489.0
Hartbeesfontein,Burglary at non-residential premises,329.0
Hartbeesfontein,Burglary at residential premises,1089.0
Hartbeesfontein,Stock-theft,402.0
Hartbeesfontein,Shoplifting,1.0
Hartbeesfontein,Theft of motor vehicle and motorcycle,40.0
Hartbeesfontein,Theft out of or from motor vehicle,131.0
Hartbeesfontein,All theft not mentioned elsewhere,935.0
Hartbeesfontein,Arson,32.0
Hartbeesfontein,Malicious damage to property,346.0
Hartbeesfontein,Commercial crime,183.0
Hartbeesfontein,Drug-related crime,189.0
Hartbeesfontein,Driving under the influence of alcohol or drugs,81.0
Hartbeesfontein,Illegal possession of firearms and ammunition,81.0
Hartbeesfontein,Carjacking,16.0
Hartbeesfontein,Truck hijacking,1.0
Hartbeesfontein,Robbery of cash in transit,0.0
Hartbeesfontein,Bank robbery,0.0
Hartbeesfontein,Robbery at residential premises,57.0
Hartbeesfontein,Robbery at non-residential premises,79.0
Hartbeesfontein,Attempted sexual offences,22.0
Hartbeesfontein,Contact sexual offences,23.0
Hartbeesfontein,Sexual offences detected as a result of police action,0.0
Hartbeesfontein,Sexual offences,413.0
Hartbeesfontein,TRIO crime,152.0
Hartbeesfontein,Contact crime (Crimes against the person),2802.0
Hartbeesfontein,Contact-related crime,378.0
Hartbeesfontein,Property-related crime,1991.0
Hartbeesfontein,Other serious crime,1119.0
Hartbeesfontein,Crime detected as a result of police action,351.0
Hartbeesfontein,17 Community reported serious crime,6290.0
Ikageng,Murder,321.0
Ikageng,Attempted murder,156.0
Ikageng,Robbery with aggravating circumstances,2657.0
Ikageng,Common robbery,1075.0
Ikageng,Rape,1313.0
Ikageng,Sexual assault,203.0
Ikageng,Kidnapping,106.0
Ikageng,Assault with the intent to inflict grievous bodily harm,7520.0
Ikageng,Common assault,4465.0
Ikageng,Burglary at non-residential premises,936.0
Ikageng,Burglary at residential premises,6909.0
Ikageng,Stock-theft,214.0
Ikageng,Shoplifting,228.0
Ikageng,Theft of motor vehicle and motorcycle,394.0
Ikageng,Theft out of or from motor vehicle,1788.0
Ikageng,All theft not mentioned elsewhere,5366.0
Ikageng,Arson,149.0
Ikageng,Malicious damage to property,3768.0
Ikageng,Commercial crime,646.0
Ikageng,Drug-related crime,3431.0
Ikageng,Driving under the influence of alcohol or drugs,373.0
Ikageng,Illegal possession of firearms and ammunition,98.0
Ikageng,Carjacking,33.0
Ikageng,Truck hijacking,4.0
Ikageng,Robbery of cash in transit,0.0
Ikageng,Bank robbery,0.0
Ikageng,Robbery at residential premises,213.0
Ikageng,Robbery at non-residential premises,295.0
Ikageng,Attempted sexual offences,15.0
Ikageng,Contact sexual offences,7.0
Ikageng,Sexual offences detected as a result of police action,3.0
Ikageng,Sexual offences,1538.0
Ikageng,TRIO crime,541.0
Ikageng,Contact crime (Crimes against the person),17732.0
Ikageng,Contact-related crime,3917.0
Ikageng,Property-related crime,10241.0
Ikageng,Other serious crime,6240.0
Ikageng,Crime detected as a result of police action,3905.0
Ikageng,17 Community reported serious crime,38130.0
Jouberton,Murder,416.0
Jouberton,Attempted murder,484.0
Jouberton,Robbery with aggravating circumstances,3146.0
Jouberton,Common robbery,724.0
Jouberton,Rape,1605.0
Jouberton,Sexual assault,171.0
Jouberton,Kidnapping,200.0
Jouberton,Assault with the intent to inflict grievous bodily harm,6158.0
Jouberton,Common assault,3309.0
Jouberton,Burglary at non-residential premises,1281.0
Jouberton,Burglary at residential premises,4698.0
Jouberton,Stock-theft,107.0
Jouberton,Shoplifting,585.0
Jouberton,Theft of motor vehicle and motorcycle,305.0
Jouberton,Theft out of or from motor vehicle,1775.0
Jouberton,All theft not mentioned elsewhere,3681.0
Jouberton,Arson,132.0
Jouberton,Malicious damage to property,2679.0
Jouberton,Commercial crime,938.0
Jouberton,Drug-related crime,1368.0
Jouberton,Driving under the influence of alcohol or drugs,470.0
Jouberton,Illegal possession of firearms and ammunition,262.0
Jouberton,Carjacking,115.0
Jouberton,Truck hijacking,1.0
Jouberton,Robbery of cash in transit,7.0
Jouberton,Bank robbery,0.0
Jouberton,Robbery at residential premises,337.0
Jouberton,Robbery at non-residential premises,382.0
Jouberton,Attempted sexual offences,77.0
Jouberton,Contact sexual offences,95.0
Jouberton,Sexual offences detected as a result of police action,3.0
Jouberton,Sexual offences,1948.0
Jouberton,TRIO crime,834.0
Jouberton,Contact crime (Crimes against the person),16185.0
Jouberton,Contact-related crime,2811.0
Jouberton,Property-related crime,8166.0
Jouberton,Other serious crime,5204.0
Jouberton,Crime detected as a result of police action,2103.0
Jouberton,17 Community reported serious crime,32366.0
Kanana,Murder,507.0
Kanana,Attempted murder,277.0
Kanana,Robbery with aggravating circumstances,1363.0
Kanana,Common robbery,217.0
Kanana,Rape,1001.0
Kanana,Sexual assault,93.0
Kanana,Kidnapping,145.0
Kanana,Assault with the intent to inflict grievous bodily harm,2054.0
Kanana,Common assault,1213.0
Kanana,Burglary at non-residential premises,382.0
Kanana,Burglary at residential premises,2364.0
Kanana,Stock-theft,108.0
Kanana,Shoplifting,131.0
Kanana,Theft of motor vehicle and motorcycle,188.0
Kanana,Theft out of or from motor vehicle,286.0
Kanana,All theft not mentioned elsewhere,940.0
Kanana,Arson,66.0
Kanana,Malicious damage to property,705.0
Kanana,Commercial crime,144.0
Kanana,Drug-related crime,490.0
Kanana,Driving under the influence of alcohol or drugs,171.0
Kanana,Illegal possession of firearms and ammunition,244.0
Kanana,Carjacking,86.0
Kanana,Truck hijacking,1.0
Kanana,Robbery of cash in transit,0.0
Kanana,Bank robbery,0.0
Kanana,Robbery at residential premises,374.0
Kanana,Robbery at non-residential premises,317.0
Kanana,Attempted sexual offences,63.0
Kanana,Contact sexual offences,65.0
Kanana,Sexual offences detected as a result of police action,2.0
Kanana,Sexual offences,1222.0
Kanana,TRIO crime,777.0
Kanana,Contact crime (Crimes against the person),6853.0
Kanana,Contact-related crime,771.0
Kanana,Property-related crime,3328.0
Kanana,Other serious crime,1215.0
Kanana,Crime detected as a result of police action,907.0
Kanana,17 Community reported serious crime,12167.0
Khuma,Murder,214.0
Khuma,Attempted murder,330.0
Khuma,Robbery with aggravating circumstances,875.0
Khuma,Common robbery,191.0
Khuma,Rape,652.0
Khuma,Sexual assault,70.0
Khuma,Kidnapping,77.0
Khuma,Assault with the intent to inflict grievous bodily harm,2225.0
Khuma,Common assault,1274.0
Khuma,Burglary at non-residential premises,355.0
Khuma,Burglary at residential premises,1665.0
Khuma,Stock-theft,145.0
Khuma,Shoplifting,3.0
Khuma,Theft of motor vehicle and motorcycle,78.0
Khuma,Theft out of or from motor vehicle,314.0
Khuma,All theft not mentioned elsewhere,1045.0
Khuma,Arson,60.0
Khuma,Malicious damage to property,891.0
Khuma,Commercial crime,161.0
Khuma,Drug-related crime,655.0
Khuma,Driving under the influence of alcohol or drugs,144.0
Khuma,Illegal possession of firearms and ammunition,211.0
Khuma,Carjacking,13.0
Khuma,Truck hijacking,0.0
Khuma,Robbery of cash in transit,0.0
Khuma,Bank robbery,0.0
Khuma,Robbery at residential premises,203.0
Khuma,Robbery at non-residential premises,196.0
Khuma,Attempted sexual offences,37.0
Khuma,Contact sexual offences,63.0
Khuma,Sexual offences detected as a result of police action,1.0
Khuma,Sexual offences,822.0
Khuma,TRIO crime,412.0
Khuma,Contact crime (Crimes against the person),5931.0
Khuma,Contact-related crime,951.0
Khuma,Property-related crime,2557.0
Khuma,Other serious crime,1209.0
Khuma,Crime detected as a result of police action,1011.0
Khuma,17 Community reported serious crime,10648.0
Klerksdorp,Murder,239.0
Klerksdorp,Attempted murder,390.0
Klerksdorp,Robbery with aggravating circumstances,3315.0
Klerksdorp,Common robbery,1474.0
Klerksdorp,Rape,822.0
Klerksdorp,Sexual assault,223.0
Klerksdorp,Kidnapping,178.0
Klerksdorp,Assault with the intent to inflict grievous bodily harm,1807.0
Klerksdorp,Common assault,3827.0
Klerksdorp,Burglary at non-residential premises,2741.0
Klerksdorp,Burglary at residential premises,6678.0
Klerksdorp,Stock-theft,449.0
Klerksdorp,Shoplifting,2063.0
